"Data","Último","Abertura","Máximo","Mínimo","Vol.","% var."
"02.06.2024","284,20","284,20","284,20","284,20","","1,99%"
"26.05.2024","278,65","273,25","273,25","273,25","","1,98%"
"19.05.2024","273,25","271,25","271,25","271,25","","8,48%"
"12.05.2024","251,90","244,85","244,85","244,85","","2,03%"
"05.05.2024","246,90","241,40","241,40","241,40","","-0,80%"
"28.04.2024","248,90","295,45","295,45","295,45","0,00K","-11,46%"
"21.04.2024","281,10","273,50","280,50","273,50","0,01K","-3,05%"
"14.04.2024","289,95","276,50","290,25","274,25","0,05K","4,66%"
"07.04.2024","277,05","259,05","259,05","259,05","0,00K","5,02%"
"31.03.2024","263,80","243,00","254,10","243,00","0,02K","13,44%"
"24.03.2024","232,55","232,00","235,75","232,00","0,04K","2,31%"
"17.03.2024","227,30","217,75","217,75","217,75","","3,77%"
"10.03.2024","219,05","233,25","233,25","228,25","0,00K","-4,91%"
"03.03.2024","230,35","228,90","235,00","228,00","0,05K","-1,37%"
"25.02.2024","233,55","236,15","245,50","216,25","0,40K","1,24%"
"18.02.2024","230,70","234,00","237,05","230,50","1,68K","-1,24%"
"11.02.2024","233,60","237,05","237,90","230,00","1,31K","-1,70%"
"04.02.2024","237,65","235,20","238,30","231,00","2,52K","0,42%"
"28.01.2024","236,65","235,10","240,45","233,00","2,05K","0,08%"
"21.01.2024","236,45","229,20","239,45","228,75","4,01K","4,19%"
"14.01.2024","226,95","221,10","230,90","216,55","3,91K","2,21%"
"07.01.2024","222,05","224,15","230,00","220,60","2,97K","-1,18%"
"31.12.2023","224,70","242,00","242,00","223,00","2,42K","-7,01%"
"24.12.2023","241,65","236,50","244,80","234,55","0,91K","2,79%"
"17.12.2023","235,10","246,00","247,05","231,05","1,86K","-1,45%"
"10.12.2023","238,55","220,00","231,00","220,00","0,05K","10,18%"
"03.12.2023","216,50","225,90","237,00","219,00","0,13K","-5,06%"
"26.11.2023","228,05","205,30","239,00","205,30","0,47K","9,56%"
"19.11.2023","208,15","206,75","211,45","204,05","0,64K","2,56%"
"12.11.2023","202,95","208,55","213,05","204,55","0,80K","-2,92%"
"05.11.2023","209,05","204,50","212,00","202,15","1,74K","2,90%"
"29.10.2023","203,15","193,25","204,50","192,00","1,95K","4,02%"
"22.10.2023","195,30","196,80","203,65","193,00","2,10K","-1,36%"
"15.10.2023","198,00","187,50","198,30","185,40","2,96K","5,71%"
"08.10.2023","187,30","178,05","189,15","176,10","1,92K","4,93%"
"01.10.2023","178,50","177,50","184,70","177,00","2,17K","-0,34%"
"24.09.2023","179,10","185,00","185,75","176,55","1,88K","-3,71%"
"17.09.2023","186,00","193,00","196,50","184,60","0,69K","-5,73%"
"10.09.2023","197,30","186,50","189,50","185,50","0,03K","8,74%"
"03.09.2023","181,45","187,10","188,75","183,00","0,03K","-3,33%"
"27.08.2023","187,70","193,00","193,00","182,25","0,16K","-0,79%"
"20.08.2023","189,20","191,35","194,00","186,65","0,45K","-0,42%"
"13.08.2023","190,00","189,50","191,00","183,85","1,66K","-0,68%"
"06.08.2023","191,30","194,00","197,40","189,55","1,76K","-1,67%"
"30.07.2023","194,55","189,80","201,50","188,50","3,90K","2,77%"
"23.07.2023","189,30","191,35","197,10","189,25","3,26K","6,20%"
"16.07.2023","178,25","176,20","191,80","176,20","","-4,01%"
"09.07.2023","185,70","182,20","182,20","182,20","","-0,62%"
"02.07.2023","186,85","186,45","186,45","186,45","","1,30%"
"25.06.2023","184,45","193,65","193,65","193,65","","-4,82%"
"18.06.2023","193,80","216,10","216,10","216,10","","-10,32%"
"11.06.2023","216,10","223,65","223,65","223,65","","-6,21%"
"04.06.2023","230,40","220,40","220,40","220,40","","6,32%"
"28.05.2023","216,70","218,45","218,45","218,45","","-0,80%"
"21.05.2023","218,45","225,00","225,00","225,00","0,00K","-6,26%"
"14.05.2023","233,05","222,00","226,50","221,00","0,01K","5,93%"
"07.05.2023","220,00","223,00","223,00","218,40","0,02K","-2,93%"
"30.04.2023","226,65","221,95","225,00","221,95","0,02K","-0,81%"
"23.04.2023","228,50","244,00","246,50","227,00","0,68K","-7,55%"
"16.04.2023","247,15","252,05","261,00","245,00","0,27K","-0,68%"
"09.04.2023","248,85","238,00","257,55","236,70","0,41K","3,69%"
"02.04.2023","240,00","224,50","238,50","224,50","0,47K","7,62%"
"26.03.2023","223,00","229,95","230,30","217,85","0,33K","-2,43%"
"19.03.2023","228,55","223,05","227,00","222,50","0,04K","2,53%"
"12.03.2023","222,90","223,50","223,50","223,50","0,10K","0,45%"
"05.03.2023","221,90","216,30","216,30","216,30","","0,89%"
"26.02.2023","219,95","237,00","240,00","217,00","0,23K","-5,88%"
"19.02.2023","233,70","233,50","242,40","233,00","0,36K","0,02%"
"12.02.2023","233,65","233,95","237,80","228,10","1,87K","0,49%"
"05.02.2023","232,50","232,00","238,50","229,30","1,67K","1,09%"
"29.01.2023","230,00","230,00","244,50","228,00","2,81K","0,44%"
"22.01.2023","229,00","204,55","230,15","204,50","2,40K","11,71%"
"15.01.2023","205,00","200,15","205,50","199,00","1,23K","1,94%"
"08.01.2023","201,10","208,70","210,00","191,75","2,68K","-3,08%"
"01.01.2023","207,50","219,10","219,55","206,10","1,36K","-4,38%"
"25.12.2022","217,00","219,00","222,65","214,40","0,99K","-0,80%"
"18.12.2022","218,75","215,05","219,80","213,00","0,60K","3,04%"
"11.12.2022","212,30","215,20","215,20","215,20","","4,17%"
"04.12.2022","203,80","207,00","207,00","207,00","","-1,55%"
"27.11.2022","207,00","200,00","217,25","197,65","0,46K","3,34%"
"20.11.2022","200,30","190,50","202,00","190,45","0,92K","5,28%"
"13.11.2022","190,25","202,25","204,75","188,00","1,89K","-7,22%"
"06.11.2022","205,05","208,20","208,20","194,95","2,75K","-1,65%"
"30.10.2022","208,50","201,50","213,25","200,70","1,98K","2,43%"
"23.10.2022","203,55","225,00","228,50","200,00","2,61K","-10,33%"
"16.10.2022","227,00","234,95","238,50","220,15","2,55K","-3,14%"
"09.10.2022","234,35","254,40","257,55","233,60","2,78K","-8,22%"
"02.10.2022","255,35","261,35","263,90","251,40","4,07K","-2,54%"
"25.09.2022","262,00","259,95","270,55","259,00","5,26K","0,60%"
"18.09.2022","260,45","264,00","264,00","257,40","0,77K","2,94%"
"11.09.2022","253,00","265,85","265,85","265,85","","-6,57%"
"04.09.2022","270,80","272,50","272,50","268,75","0,10K","-0,57%"
"28.08.2022","272,35","286,80","292,40","271,00","0,92K","-4,35%"
"21.08.2022","284,75","257,45","289,95","256,75","0,68K","10,07%"
"14.08.2022","258,70","267,10","268,00","254,50","1,91K","-3,42%"
"07.08.2022","267,85","253,90","268,90","251,55","2,87K","6,29%"
"31.07.2022","252,00","261,90","267,05","250,50","5,32K","-3,76%"
"24.07.2022","261,85","250,80","264,85","250,60","2,36K","4,59%"
"17.07.2022","250,35","260,50","263,00","249,65","0,52K","1,54%"
"10.07.2022","246,55","264,00","264,00","264,00","","-9,34%"
"03.07.2022","271,95","279,10","279,10","279,10","","-4,29%"
"26.06.2022","284,15","277,95","277,95","277,95","0,00K","0,87%"
"19.06.2022","281,70","283,10","283,10","283,10","","-0,49%"
"12.06.2022","283,10","277,40","277,40","277,40","","-0,58%"
"05.06.2022","284,75","289,05","289,05","289,05","","-1,61%"
"29.05.2022","289,40","285,50","285,50","285,50","","1,37%"
"22.05.2022","285,50","263,05","263,05","263,05","","8,47%"
"15.05.2022","263,20","275,00","275,00","275,00","","2,04%"
"08.05.2022","257,95","246,20","246,20","246,20","","0,66%"
"01.05.2022","256,25","270,00","270,00","270,00","","-5,36%"
"24.04.2022","270,75","279,40","279,40","259,50","0,00K","-4,55%"
"17.04.2022","283,65","277,20","281,35","269,00","0,10K","1,76%"
"10.04.2022","278,75","280,10","293,05","274,65","0,01K","-2,28%"
"03.04.2022","285,25","282,05","287,50","279,00","0,12K","0,80%"
"27.03.2022","283,00","275,15","284,95","264,05","0,05K","2,85%"
"20.03.2022","275,15","279,35","279,35","273,00","0,00K","4,16%"
"13.03.2022","264,15","260,00","260,00","260,00","","-1,29%"
"06.03.2022","267,60","281,00","281,00","274,00","0,32K","-0,59%"
"27.02.2022","269,20","289,00","289,00","269,20","0,31K","-7,25%"
"20.02.2022","290,25","298,90","304,00","287,90","1,40K","-3,54%"
"13.02.2022","300,90","303,00","306,50","299,10","3,60K","-0,84%"
"06.02.2022","303,45","292,05","306,90","291,25","5,28K","3,94%"
"30.01.2022","291,95","290,00","295,80","287,50","2,66K","1,02%"
"23.01.2022","289,00","293,05","295,90","285,30","4,11K","-1,21%"
"16.01.2022","292,55","290,10","297,10","289,05","2,74K","0,71%"
"09.01.2022","290,50","288,55","295,30","282,25","4,81K","0,54%"
"02.01.2022","288,95","274,80","289,20","265,00","3,94K","5,46%"
"26.12.2021","274,00","276,90","277,75","268,05","1,41K","-1,03%"
"19.12.2021","276,85","273,95","281,25","271,05","1,11K","2,42%"
"12.12.2021","270,30","272,50","277,00","272,50","0,52K","1,60%"
"05.12.2021","266,05","285,00","287,00","274,00","0,47K","-5,34%"
"28.11.2021","281,05","285,00","286,50","263,20","1,02K","0,11%"
"21.11.2021","280,75","269,95","287,80","263,00","1,93K","3,98%"
"14.11.2021","270,00","250,95","274,00","250,00","2,10K","9,18%"
"07.11.2021","247,30","243,00","250,00","235,00","3,90K","1,81%"
"31.10.2021","242,90","242,70","251,90","241,90","1,79K","0,10%"
"24.10.2021","242,65","240,10","251,35","236,25","2,24K","1,61%"
"17.10.2021","238,80","244,50","249,85","235,10","2,85K","-2,63%"
"10.10.2021","245,25","239,25","254,00","237,25","2,40K","1,76%"
"03.10.2021","241,00","241,60","247,80","229,45","1,90K","-0,66%"
"26.09.2021","242,60","233,35","245,70","229,50","3,11K","3,99%"
"19.09.2021","233,30","223,45","233,70","223,00","0,98K","4,88%"
"12.09.2021","222,45","218,55","218,55","218,55","","1,02%"
"05.09.2021","220,20","228,00","228,00","220,00","0,17K","-2,89%"
"29.08.2021","226,75","227,00","235,25","227,00","0,44K","0,93%"
"22.08.2021","224,65","210,55","228,90","208,50","1,62K","6,37%"
"15.08.2021","211,20","216,15","221,00","207,05","1,10K","-3,14%"
"08.08.2021","218,05","210,75","224,30","209,45","2,54K","4,01%"
"01.08.2021","209,65","216,50","219,65","204,45","1,43K","-3,79%"
"25.07.2021","217,90","229,00","256,20","216,50","3,19K","-1,67%"
"18.07.2021","221,60","228,00","240,00","225,30","0,98K","16,11%"
"11.07.2021","190,85","181,10","181,10","181,10","","6,80%"
"04.07.2021","178,70","179,35","179,35","179,35","","-0,36%"
"27.06.2021","179,35","187,40","187,40","187,40","0,00K","-3,34%"
"20.06.2021","185,55","187,70","187,70","184,90","0,00K","5,52%"
"13.06.2021","175,85","181,45","181,45","181,45","","-5,41%"
"06.06.2021","185,90","189,45","189,45","188,00","","-2,90%"
"30.05.2021","191,45","192,25","192,25","192,25","0,20K","-0,47%"
"23.05.2021","192,35","174,65","174,65","174,65","","12,26%"
"16.05.2021","171,35","171,50","178,50","171,50","0,07K","3,94%"
"09.05.2021","164,85","174,70","174,70","171,50","0,45K","-6,07%"
"02.05.2021","175,50","170,00","178,15","162,25","0,26K","9,41%"
"25.04.2021","160,40","156,85","167,40","156,85","0,42K","1,29%"
"18.04.2021","158,35","151,15","157,60","149,90","0,25K","6,06%"
"11.04.2021","149,30","146,85","154,05","142,15","0,90K","1,15%"
"04.04.2021","147,60","141,95","149,70","139,75","0,86K","5,17%"
"28.03.2021","140,35","147,40","149,10","139,70","0,45K","-5,62%"
"21.03.2021","148,70","146,00","148,35","144,30","1,12K","7,36%"
"14.03.2021","138,50","149,50","149,50","149,50","0,16K","-6,26%"
"07.03.2021","147,75","144,00","149,00","144,00","0,20K","3,43%"
"28.02.2021","142,85","154,00","154,00","148,00","0,21K","-7,00%"
"21.02.2021","153,60","144,60","158,45","141,35","0,43K","6,08%"
"14.02.2021","144,80","141,55","145,00","141,50","0,56K","5,00%"
"07.02.2021","137,90","142,45","143,15","137,50","0,96K","-3,30%"
"31.01.2021","142,60","142,45","144,50","139,70","0,66K","0,07%"
"24.01.2021","142,50","142,00","145,00","140,25","0,75K","0,14%"
"17.01.2021","142,30","147,00","147,00","142,10","0,61K","-1,69%"
"10.01.2021","144,75","139,20","148,25","136,75","1,76K","3,65%"
"03.01.2021","139,65","140,90","143,60","136,15","1,14K","-0,43%"
"27.12.2020","140,25","139,30","142,20","136,50","0,41K","0,47%"
"20.12.2020","139,60","139,40","141,60","136,60","0,39K","1,16%"
"13.12.2020","138,00","137,80","140,50","137,80","","4,62%"
"06.12.2020","131,90","129,00","129,00","129,00","","3,94%"
"29.11.2020","126,90","131,75","131,75","127,85","0,05K","-6,21%"
"22.11.2020","135,30","127,00","131,60","121,65","0,50K","8,24%"
"15.11.2020","125,00","119,55","132,00","118,00","0,97K","3,82%"
"08.11.2020","120,40","118,55","122,65","117,50","1,95K","2,69%"
"01.11.2020","117,25","113,30","117,25","111,45","0,91K","3,30%"
"25.10.2020","113,50","113,90","116,90","112,25","1,20K","-0,04%"
"18.10.2020","113,55","114,80","115,50","110,75","1,50K","-0,79%"
"11.10.2020","114,45","118,20","119,50","113,00","1,64K","-3,17%"
"04.10.2020","118,20","114,30","120,20","112,05","1,69K","3,23%"
"27.09.2020","114,50","121,30","121,30","110,70","2,22K","-4,66%"
"20.09.2020","120,10","116,20","121,50","114,05","1,01K","6,47%"
"13.09.2020","112,80","125,40","125,40","125,40","0,00K","-18,53%"
"06.09.2020","138,45","137,75","137,75","137,75","","-1,39%"
"30.08.2020","140,40","132,00","141,00","132,00","0,27K","8,80%"
"23.08.2020","129,05","119,05","127,70","119,00","0,23K","7,95%"
"16.08.2020","119,55","116,00","120,45","114,90","0,63K","3,91%"
"09.08.2020","115,05","117,70","119,60","112,00","0,69K","-1,88%"
"02.08.2020","117,25","125,30","126,80","116,50","1,00K","-4,48%"
"26.07.2020","122,75","112,00","122,85","111,25","0,86K","8,63%"
"19.07.2020","113,00","113,00","113,00","110,50","0,10K","-2,88%"
"12.07.2020","116,35","111,55","111,55","111,55","","5,87%"
"05.07.2020","109,90","111,30","111,30","111,30","","-6,86%"
"28.06.2020","118,00","113,25","113,25","113,25","","7,96%"
"21.06.2020","109,30","109,70","109,70","109,70","","2,34%"
"14.06.2020","106,80","107,10","107,10","107,10","","-1,75%"
"07.06.2020","108,70","113,60","113,60","113,60","","-4,31%"
"31.05.2020","113,60","112,80","112,80","112,80","","3,13%"
"24.05.2020","110,15","119,80","119,80","119,80","","-8,06%"
"17.05.2020","119,80","113,65","113,65","113,65","","6,54%"
"10.05.2020","112,45","117,95","117,95","117,95","","-5,86%"
"03.05.2020","119,45","111,00","111,00","111,00","0,10K","6,41%"
"26.04.2020","112,25","112,10","114,00","110,60","0,06K","-0,66%"
"19.04.2020","113,00","122,15","123,35","112,00","0,21K","-7,45%"
"12.04.2020","122,10","126,00","127,50","123,50","0,46K","-2,67%"
"05.04.2020","125,45","124,30","128,00","123,40","0,05K","1,37%"
"29.03.2020","123,75","125,50","126,50","124,30","0,06K","3,90%"
"22.03.2020","119,10","130,00","132,45","123,55","0,25K","-12,91%"
"15.03.2020","136,75","118,50","118,50","118,50","0,02K","6,50%"
"08.03.2020","128,40","129,00","129,00","129,00","0,00K","1,54%"
"01.03.2020","126,45","135,25","138,50","134,50","","-4,49%"
"23.02.2020","132,40","127,25","129,50","124,20","","1,26%"
"16.02.2020","130,75","130,50","130,90","130,50","0,00K","-0,23%"
"09.02.2020","131,05","118,40","131,00","117,50","0,85K","10,82%"
"02.02.2020","118,25","120,00","120,00","116,60","0,32K","-0,34%"
"26.01.2020","118,65","124,60","125,40","116,40","0,92K","-6,76%"
"19.01.2020","127,25","130,40","131,75","127,50","0,48K","-2,49%"
"12.01.2020","130,50","134,70","135,00","129,10","1,11K","-5,37%"
"05.01.2020","137,90","140,85","143,20","135,75","1,64K","-4,50%"
"29.12.2019","144,40","151,20","151,75","144,00","0,66K","-5,34%"
"22.12.2019","152,55","146,60","151,00","143,20","0,26K","2,73%"
"15.12.2019","148,50","152,20","152,20","144,60","0,99K","2,95%"
"08.12.2019","144,25","137,00","137,00","137,00","0,00K","5,56%"
"01.12.2019","136,65","129,85","138,50","129,85","0,22K","5,24%"
"24.11.2019","129,85","124,50","130,10","124,00","1,38K","4,17%"
"17.11.2019","124,65","121,45","126,10","117,10","0,83K","0,65%"
"10.11.2019","123,85","126,30","126,30","121,55","0,47K","-3,24%"
"03.11.2019","128,00","123,25","128,15","121,95","1,15K","3,52%"
"27.10.2019","123,65","118,10","122,90","116,00","1,44K","4,66%"
"20.10.2019","118,15","113,55","118,50","112,50","1,32K","4,19%"
"13.10.2019","113,40","111,95","114,00","109,40","1,20K","1,43%"
"06.10.2019","111,80","117,85","118,00","109,75","1,84K","-4,77%"
"29.09.2019","117,40","119,00","122,05","117,10","1,35K","-1,39%"
"22.09.2019","119,05","117,50","121,30","116,25","2,04K","3,97%"
"15.09.2019","114,50","114,50","114,50","114,50","","-5,02%"
"08.09.2019","120,55","112,00","115,35","112,00","0,08K","6,63%"
"01.09.2019","113,05","113,05","113,05","113,05","","0,31%"
"25.08.2019","112,70","110,80","114,10","110,50","0,46K","1,21%"
"18.08.2019","111,35","111,25","113,70","108,55","0,65K","0,50%"
"11.08.2019","110,80","115,90","115,90","112,00","0,16K","-5,02%"
"04.08.2019","116,65","118,65","118,70","114,10","0,29K","-0,81%"
"28.07.2019","117,60","121,00","124,00","116,00","0,31K","-2,61%"
"21.07.2019","120,75","124,25","125,00","120,70","0,24K","-4,77%"
"14.07.2019","126,80","126,80","126,80","126,80","","0,71%"
"07.07.2019","125,90","128,60","128,80","127,00","0,06K","-4,29%"
"30.06.2019","131,55","129,00","129,00","129,00","0,01K","1,23%"
"23.06.2019","129,95","129,00","129,00","127,75","0,05K","9,39%"
"16.06.2019","118,80","116,45","116,45","116,45","0,00K","4,44%"
"09.06.2019","113,75","114,25","114,25","114,25","0,00K","-5,44%"
"02.06.2019","120,30","120,30","120,30","120,30","","-3,84%"
"26.05.2019","125,10","110,00","120,70","110,00","0,01K","13,57%"
"19.05.2019","110,15","102,00","110,00","102,00","0,04K","9,60%"
"12.05.2019","100,50","100,50","100,50","100,50","0,00K","-2,71%"
"05.05.2019","103,30","103,00","103,70","102,00","0,25K","0,29%"
"28.04.2019","103,00","106,75","106,75","103,65","0,17K","-4,23%"
"21.04.2019","107,55","106,00","106,55","104,00","0,31K","3,17%"
"14.04.2019","104,25","105,05","105,70","101,00","0,09K","-0,29%"
"07.04.2019","104,55","108,00","109,75","105,00","0,13K","-3,42%"
"31.03.2019","108,25","107,30","111,35","106,30","0,13K","-1,55%"
"24.03.2019","109,95","110,50","110,50","109,10","0,02K","0,69%"
"17.03.2019","109,20","109,20","109,20","109,20","","-1,22%"
"10.03.2019","110,55","111,00","111,00","111,00","0,03K","-0,85%"
"03.03.2019","111,50","111,50","111,50","111,50","","-1,89%"
"24.02.2019","113,65","112,50","113,00","109,70","0,55K","0,98%"
"17.02.2019","112,55","114,80","114,90","111,80","0,96K","-2,13%"
"10.02.2019","115,00","123,10","123,10","114,50","1,00K","-6,24%"
"03.02.2019","122,65","124,50","127,50","122,90","0,96K","-1,72%"
"27.01.2019","124,80","127,50","128,50","122,50","1,71K","-2,00%"
"20.01.2019","127,35","126,50","128,30","123,60","0,85K","0,32%"
"13.01.2019","126,95","124,95","127,90","121,60","1,40K","0,59%"
"06.01.2019","126,20","123,50","129,90","123,50","1,27K","1,61%"
"30.12.2018","124,20","122,25","125,45","121,25","0,82K","1,68%"
"23.12.2018","122,15","122,00","125,85","121,60","0,61K","0,33%"
"16.12.2018","121,75","120,50","124,60","120,25","0,84K","7,70%"
"09.12.2018","113,05","120,20","120,20","120,20","0,01K","-2,12%"
"02.12.2018","115,50","125,15","125,15","122,90","0,14K","-4,86%"
"25.11.2018","121,40","125,15","129,50","121,65","0,22K","-3,42%"
"18.11.2018","125,70","132,80","132,80","125,60","0,96K","-4,27%"
"11.11.2018","131,30","132,00","132,70","125,95","0,50K","-2,01%"
"04.11.2018","134,00","138,00","139,60","133,50","1,10K","-2,86%"
"28.10.2018","137,95","143,20","144,80","130,60","1,06K","-2,30%"
"21.10.2018","141,20","142,85","146,70","137,20","2,58K","-2,28%"
"14.10.2018","144,50","133,00","148,45","133,00","2,12K","9,84%"
"07.10.2018","131,55","126,90","133,15","126,90","1,56K","3,50%"
"30.09.2018","127,10","117,65","129,00","117,60","1,75K","7,39%"
"23.09.2018","118,35","114,05","119,70","111,40","1,34K","2,33%"
"16.09.2018","115,65","114,80","116,00","113,50","0,15K","-7,74%"
"09.09.2018","125,35","121,50","122,00","121,50","0,12K","5,34%"
"02.09.2018","119,00","119,50","121,55","118,00","0,05K","-0,17%"
"26.08.2018","119,20","118,95","125,00","118,00","0,55K","-0,67%"
"19.08.2018","120,00","121,55","122,00","115,30","0,48K","-0,74%"
"12.08.2018","120,90","126,50","127,00","120,35","0,56K","-4,43%"
"05.08.2018","126,50","127,15","129,90","125,70","0,33K","0,52%"
"29.07.2018","125,85","130,50","132,50","124,75","0,46K","-2,74%"
"22.07.2018","129,40","131,25","132,60","127,75","0,34K","6,63%"
"15.07.2018","121,35","121,35","121,35","121,35","","0,12%"
"08.07.2018","121,20","121,20","121,20","121,20","","-4,38%"
"01.07.2018","126,75","126,75","126,75","126,75","","-0,24%"
"24.06.2018","127,05","127,05","127,05","127,05","","-2,42%"
"17.06.2018","130,20","130,20","130,20","130,20","","-1,33%"
"10.06.2018","131,95","131,95","131,95","131,95","","-2,04%"
"03.06.2018","134,70","134,70","134,70","134,70","","-5,11%"
"27.05.2018","141,95","141,95","141,95","141,95","","2,23%"
"20.05.2018","138,85","138,85","138,85","138,85","","1,28%"
"13.05.2018","137,10","137,10","137,10","137,10","","-1,26%"
"06.05.2018","138,85","138,85","138,85","138,85","","-4,70%"
"29.04.2018","145,70","145,70","145,70","145,70","","0,07%"
"22.04.2018","145,60","145,60","145,60","145,60","","4,37%"
"15.04.2018","139,50","139,50","139,50","139,50","","-1,45%"
"08.04.2018","141,55","141,55","141,55","141,55","","-0,14%"
"01.04.2018","141,75","141,75","141,75","141,75","","-0,67%"
"25.03.2018","142,70","142,70","142,70","142,70","","0,92%"
"18.03.2018","141,40","141,40","141,40","141,40","","2,24%"
"11.03.2018","138,30","138,30","138,30","138,30","","-1,78%"
"04.03.2018","140,80","140,80","140,80","140,80","","-1,40%"
"25.02.2018","142,80","141,25","144,20","139,50","1,05K","0,53%"
"18.02.2018","142,05","142,00","144,00","135,95","1,75K","0,21%"
"11.02.2018","141,75","148,90","149,70","141,00","1,20K","-4,22%"
"04.02.2018","148,00","151,20","154,70","147,90","1,61K","-2,28%"
"28.01.2018","151,45","157,30","158,50","151,30","1,29K","-4,15%"
"21.01.2018","158,00","154,25","158,00","152,80","2,12K","2,27%"
"14.01.2018","154,50","153,95","157,20","152,60","4,37K","0,36%"
"07.01.2018","153,95","160,00","160,15","152,70","1,09K","-4,73%"
"31.12.2017","161,60","157,85","165,00","157,50","1,55K","2,83%"
"24.12.2017","157,15","151,95","157,90","151,80","0,77K","3,15%"
"17.12.2017","152,35","154,00","156,40","151,50","0,76K","5,14%"
"10.12.2017","144,90","152,00","152,00","146,50","0,06K","-3,24%"
"03.12.2017","149,75","160,05","160,10","160,05","0,04K","-5,79%"
"26.11.2017","158,95","156,00","163,00","155,25","2,80K","2,25%"
"19.11.2017","155,45","152,50","158,00","152,00","1,86K","2,00%"
"12.11.2017","152,40","155,50","157,25","152,80","0,90K","-2,50%"
"05.11.2017","156,30","154,25","157,30","152,55","1,90K","1,82%"
"29.10.2017","153,50","157,25","157,85","151,30","1,20K","-2,38%"
"22.10.2017","157,25","154,45","157,50","151,50","1,39K","1,45%"
"15.10.2017","155,00","155,00","157,70","151,00","2,12K","0,10%"
"08.10.2017","154,85","159,60","161,80","153,50","1,59K","-2,95%"
"01.10.2017","159,55","156,80","160,00","153,70","2,81K","1,79%"
"24.09.2017","156,75","164,75","165,25","155,50","2,22K","-4,88%"
"17.09.2017","164,80","165,80","166,60","164,25","0,30K","-2,80%"
"10.09.2017","169,55","169,55","169,55","169,55","0,01K","9,04%"
"03.09.2017","155,50","152,05","155,85","152,05","0,05K","1,40%"
"27.08.2017","153,35","155,00","156,00","150,00","0,97K","-1,13%"
"20.08.2017","155,10","155,00","155,90","149,85","1,01K","0,88%"
"13.08.2017","153,75","167,50","168,50","152,80","2,96K","-7,93%"
"06.08.2017","167,00","168,65","172,00","164,00","1,20K","-0,74%"
"30.07.2017","168,25","164,70","169,50","162,60","2,08K","2,06%"
"23.07.2017","164,85","161,50","165,60","153,60","1,75K","5,84%"
"16.07.2017","155,75","155,75","155,75","155,75","","0,19%"
"09.07.2017","155,45","155,45","155,45","155,45","","4,57%"
"02.07.2017","148,65","144,00","145,30","144,00","0,04K","2,27%"
"25.06.2017","145,35","145,35","145,35","145,35","0,01K","3,86%"
"18.06.2017","139,95","139,95","139,95","139,95","","-3,28%"
"11.06.2017","144,70","144,70","144,70","144,70","","-2,66%"
"04.06.2017","148,65","148,65","148,65","148,65","","0,88%"
"28.05.2017","147,35","152,15","152,15","146,80","0,15K","-4,81%"
"21.05.2017","154,80","154,80","154,80","154,80","","0,68%"
"14.05.2017","153,75","153,75","153,75","153,75","","-2,35%"
"07.05.2017","157,45","157,45","157,45","157,45","","-0,41%"
"30.04.2017","158,10","158,10","158,10","158,10","","1,74%"
"23.04.2017","155,40","154,00","154,00","154,00","0,20K","-0,51%"
"16.04.2017","156,20","156,20","156,20","156,20","","-5,79%"
"09.04.2017","165,80","168,00","168,00","163,00","0,00K","-0,90%"
"02.04.2017","167,30","167,30","167,30","167,30","","0,60%"
"26.03.2017","166,30","160,80","160,80","160,80","50,40K","1,37%"
"19.03.2017","164,05","164,05","164,05","164,05","","-2,47%"
"12.03.2017","168,20","172,00","172,00","166,00","0,22K","5,65%"
"05.03.2017","159,20","159,20","159,20","159,20","","-1,33%"
"26.02.2017","161,35","161,80","161,80","156,20","0,13K","-5,42%"
"19.02.2017","170,60","174,00","177,25","169,00","1,70K","-1,10%"
"12.02.2017","172,50","173,15","173,50","167,00","2,85K","-0,86%"
"05.02.2017","174,00","175,50","175,75","169,55","1,97K","-0,85%"
"29.01.2017","175,50","183,00","183,00","173,80","1,23K","-4,36%"
"22.01.2017","183,50","184,80","188,50","180,25","0,91K","-0,33%"
"15.01.2017","184,10","179,00","184,45","177,65","1,51K","3,02%"
"08.01.2017","178,70","170,85","182,20","169,60","2,71K","4,50%"
"01.01.2017","171,00","160,15","173,10","160,15","1,69K","6,98%"
"25.12.2016","159,85","161,30","163,65","158,00","41,03M","-1,33%"
"18.12.2016","162,00","171,50","171,50","161,95","27,86M","-0,83%"
"11.12.2016","163,35","163,35","163,35","163,35","","2,19%"
"04.12.2016","159,85","159,85","159,85","159,85","","-4,45%"
"27.11.2016","167,30","179,20","183,00","171,00","24,57M","-9,10%"
"20.11.2016","184,05","190,50","192,10","179,00","16,29M","-3,18%"
"13.11.2016","190,10","192,00","194,00","189,70","32,40M","-0,81%"
"06.11.2016","191,65","204,75","211,25","190,10","172,49M","-6,60%"
"30.10.2016","205,20","198,00","205,90","194,25","95,01M","3,48%"
"23.10.2016","198,30","187,50","199,85","186,50","176,95M","6,04%"
"16.10.2016","187,00","184,15","189,85","184,00","135,52M","1,19%"
"09.10.2016","184,80","177,50","185,50","177,00","136,15M","4,29%"
"02.10.2016","177,20","180,30","180,80","174,75","123,84M","-2,32%"
"25.09.2016","181,40","181,00","184,00","178,15","90,95M","0,33%"
"18.09.2016","180,80","185,00","185,50","180,40","24,32M","4,15%"
